No.;Stock Code VDC;Stock Code VDC Claim;Picture;Item Description;Mnemonic;Part Number;Type of Item;Supplier;Suupplier Address;UOI; Price Damage Core ; Price Product  Genuine ; Price Total ;Time Guarantee;Claim Methode;JENIS SC
108;2002707;2002707;;BATTERY, STORAGE 12V, 100A, 17PCS/CELL;ALLMAKES;AM-N100HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp900.912,00;Rp900.912,00;Rp900.912,00;;CWP;PN -W
109;2155778;2155778;;BATTERY, STORAGE HEAVY DUTY N12;ALLMAKES;AM-N120HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.116.833,00;Rp1.116.833,00;Rp1.116.833,00;;CWP;PN -W
110;2002699;2002699;;BATTERY, STORAGE N70, 12V, 70A, 13PCS/CE;ALLMAKES;AM-N70HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp673.594,00;Rp673.594,00;Rp673.594,00;;CWP;PN -W
111;2041812;2041812;;"DIAPRAGHM PUMP 2""";GRACO;DF3525;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.917.015,00;Rp18.917.015,00;Rp18.917.015,00;;CWP;PN -W
112;2002616;2002616;;"DIAPRAGM PUMP 1-1/2""";GRACO;DB3525;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp14.138.948,00;Rp14.138.948,00;Rp14.138.948,00;;CWP;PN -W
113;231721;231721;;"DIAPRAGM PUMP 1040, 1"" OIL TRANSFER";GRACO;647016;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp12.401.703,00;Rp12.401.703,00;Rp12.401.703,00;;CWP;PN -W
114;231717;231717;;DIAPRAGMA PUMP;ALLMAKES;D51277;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp10.992.823,00;Rp10.992.823,00;Rp10.992.823,00;;CWP;PN -W
115;2041796;2041796;;FIRE BALL PUMP 50:1 (425);GRACO;205395;FIRE BALL;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp38.154.949,00;Rp38.154.949,00;Rp38.154.949,00;;CWP;PN -W
116;233403;233403;;FIRE BALL PUMP 50:1 (325);GRACO;239888;FIRE BALL;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp14.256.253,00;Rp14.256.253,00;Rp14.256.253,00;;CWP;PN -W
117;2002624;2002624;;GREASE PUMP;GRACO;247450;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp45.627.090,00;Rp45.627.090,00;Rp45.627.090,00;;CWP;PN -W
118;231719;231719;;GREASE PUMP;GRACO;247443;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp45.221.840,00;Rp45.221.840,00;Rp45.221.840,00;;CWP;PN -W
119;233404;233404;;GREASE PUMP;GRACO;247457;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp67.200.951,00;Rp67.200.951,00;Rp67.200.951,00;;CWP;PN -W
120;259449;259449;;"LED WORK LAMP; LED WORK LAMP";ALLMAKES;37-AX01-00;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp968.073,00;Rp968.073,00;Rp968.073,00;;CWP;PN -W
121;231056;262814;;MFHD BATTERY 200AH;ALLMAKES - ALLMAKES PRODUCT;AM-MFBCI-200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;;CWP;GENUINE
122;232488;237865;;MFHD BCI BATTERY 150AH, DRY TYPE;ALLMAKES - ALLMAKES PRODUCT;AM-MFBCI-150HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;GENUINE
123;1295583;262811;;LED GLOBES;PRIMER - PRIMER LIGHTS PRODUCT;T18-01BA15-S-5LED;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;GENUINE
124;2165488;262813;;LED INSPECTION LAMP;HELLA - HELLA AUSTRALIA PTY LTD;2XM910412011;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;GENUINE
125;262822;262814;;MFHD BATTERY 200AH;ALLMAKES - ALLMAKES PRODUCT;AM-MFBCI-200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;;CWP;PN -D
126;262825;237865;;MFHD BCI BATTERY 150AH, DRY TYPE;ALLMAKES - ALLMAKES PRODUCT;AM-MFBCI-150HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;PN -D
127;262820;262811;;LED GLOBES;PRIMER - PRIMER LIGHTS PRODUCT;T18-01BA15-S-5LED;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;PN -D
128;262821;262813;;LED INSPECTION LAMP;HELLA - HELLA AUSTRALIA PTY LTD;2XM910412011;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;PN -D
129;262814;262814;;MFHD BATTERY 200AH;ALLMAKES - ALLMAKES PRODUCT;AM-MFBCI-200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;;CWP;PN -W
130;237865;237865;;MFHD BCI BATTERY 150AH, DRY TYPE;ALLMAKES - ALLMAKES PRODUCT;AM-MFBCI-150HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;PN -W
131;262811;262811;;LED GLOBES;PRIMER - PRIMER LIGHTS PRODUCT;T18-01BA15-S-5LED;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;PN -W
132;262813;262813;;LED INSPECTION LAMP;HELLA - HELLA AUSTRALIA PTY LTD;2XM910412011;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;;CWP;PN -W
133;230660;259640;;"INJECTOR GP; INJECTOR GP";CAT;11R0276;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp4.486.018,00;Rp16.260.843,00;Rp20.746.861,00;21 Days after PO;BUY BACK;GENUINE
134;230890;264190;;"HEAD GP CYLINDER; HEAD GP CYLINDER FULL CORE DEPOSIT; CYLINDER HEAD EX RECONDITION; UNIT MF420E";CAT;20R3929;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp123.970.697,00;Rp105.375.092,00;Rp229.345.789,00;21 Days after PO;BUY BACK;GENUINE
135;232393;259653;;"TURBO GP-BAS; TURBO GP-BAS";CAT;11R0229;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp22.904.516,00;Rp83.029.845,00;Rp105.934.361,00;21 Days after PO;BUY BACK;GENUINE
136;233931;259715;;"OIL PUMP; OIL PUMP";CAT;11R0406;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp8.717.246,00;Rp31.600.434,00;Rp40.317.680,00;21 Days after PO;BUY BACK;GENUINE
137;235072;259610;;"OIL COOLER; OIL COOLER";CAT;11R0381;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp7.790.778,00;Rp28.241.291,00;Rp36.032.069,00;21 Days after PO;BUY BACK;GENUINE
138;236708;259598;;"INJECTOR; INJECTOR";CAT;11R0268;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp4.486.018,00;Rp16.260.843,00;Rp20.746.861,00;21 Days after PO;BUY BACK;GENUINE
139;239585;259699;;"ARM AS. UI; ARM AS. UI";CAT;11R1082;ARM;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.451.222,00;Rp5.260.957,00;Rp6.712.179,00;21 Days after PO;BUY BACK;GENUINE
140;239587;259686;;"ARM AS. V-RK; ARM AS. V-RK";CAT;11R1083;ARM;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.080.154,00;Rp3.915.279,00;Rp4.995.433,00;21 Days after PO;BUY BACK;GENUINE
141;239981;259735;;"PUMP G-WATER; PUMP G-WATER";CAT;11R0399;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp7.680.509,00;Rp27.841.983,00;Rp35.522.492,00;21 Days after PO;BUY BACK;GENUINE
142;255078;259703;;TURBO GP BAS;CAT;11R0231;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.106.471,00;Rp54.320.013,00;Rp72.426.484,00;21 Days after PO;BUY BACK;GENUINE
143;477356;264201;;"SWITCH AS; SWITCH AS (ELECTRONIC SPEED)";CAT;11R0994;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.988.306,00;Rp14.458.026,00;Rp18.446.332,00;21 Days after PO;BUY BACK;GENUINE
144;647693;259719;;"STARTING MOTOR; STARTING MOTOR";CAT;10R1914;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.510.811,00;Rp18.511.368,00;Rp37.022.179,00;21 Days after PO;BUY BACK;GENUINE
145;683284;683284;;"NOZZLE; NOZZLE";CAT;20R1941;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.329.016,00;Rp519.044,00;Rp2.848.060,00;21 Days after PO;BUY BACK;GENUINE
146;809020;867978;;"ENGINE; ENGINE";CAT;1953816;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp2.948.650.893,00;Rp2.001.829.773,00;Rp4.950.480.666,00;21 Days after PO;BUY BACK;GENUINE
147;809046;867994;;"TRANSMISSION; TRANSMISSION";CAT;8E9035;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp1.801.618.402,00;Rp630.838.755,00;Rp2.432.457.157,00;21 Days after PO;BUY BACK;GENUINE
148;1079185;1819085;;"INJECTOR ASSY; FOR REEDRILL D245S, , ,";CAT;20R1915;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp6.686.587,00;Rp8.914.799,00;Rp15.601.386,00;21 Days after PO;BUY BACK;GENUINE
149;1079185;1819101;;"INJECTOR ASSY; FOR REEDRILL D245S";CAT;10R1266;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp6.686.587,00;Rp8.914.799,00;Rp15.601.386,00;21 Days after PO;BUY BACK;GENUINE
150;1081249;259627;;"TURBOCHARGER; TURBOCHARGER";CAT;0R7219;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp15.682.209,00;Rp47.046.027,00;Rp62.728.236,00;21 Days after PO;BUY BACK;GENUINE
151;1088319;259680;;"WATER PUMP REMAN; WATER PUMP REMAN";CAT;10R0484;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp13.413.436,00;Rp2.979.361,00;Rp16.392.797,00;21 Days after PO;BUY BACK;GENUINE
152;1112333;259665;;"STEERING CYL GP; STEERING CYL GP, , ,";CAT;1411924;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp52.686.863,00;Rp24.579.130,00;Rp77.265.993,00;21 Days after PO;BUY BACK;GENUINE
153;1130376;1130384;;"WATER PUMP; WATER PUMP ASSY";CAT;0R4680;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp17.281.257,00;Rp3.840.180,00;Rp21.121.437,00;21 Days after PO;BUY BACK;GENUINE
154;1165133;259733;;"ALTERNATOR; ALTERNATOR";CAT;0R3745;ALTERNATOR;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp20.991.938,00;Rp30.402.045,00;Rp51.393.983,00;21 Days after PO;BUY BACK;GENUINE
155;1220060;259628;;"OIL COOLER; OIL COOLER, , ,";CAT;0R5513;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp13.944.799,00;Rp20.196.321,00;Rp34.141.120,00;21 Days after PO;BUY BACK;GENUINE
156;1220060;259628;;"OIL COOLER; OIL COOLER,";CAT;0R5513;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp13.944.799,00;Rp20.196.321,00;Rp34.141.120,00;21 Days after PO;BUY BACK;GENUINE
157;1244078;2264281;;"INJECTOR GP FUEL  REMAN; INJECTOR GP FUEL REMAN, , ,";CAT;20R2284;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp5.722.862,00;Rp15.450.753,00;Rp21.173.615,00;21 Days after PO;BUY BACK;GENUINE
158;1244086;259601;;"TURBO GP REMAN; TURBO GP REMAN";CAT;10R2657;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.106.471,00;Rp54.320.013,00;Rp72.426.484,00;21 Days after PO;BUY BACK;GENUINE
159;1298629;259682;;"ENGINE; ENGINE FOR CAT-24H LONG BLOCK";CAT;0R9360;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp471.486.853,00;Rp1.150.362.966,00;Rp1.621.849.819,00;21 Days after PO;BUY BACK;GENUINE
160;1363910;259690;;"INJECTOR; INJECTOR FOR CAT";CAT;10R3265;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp5.722.862,00;Rp15.450.753,00;Rp21.173.615,00;21 Days after PO;BUY BACK;GENUINE
161;1438134;1778372;;"ECM; CONTROL GP; ECM; CONTROL GP";CAT;10R4088;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp26.311.432,00;Rp52.623.016,00;Rp78.934.448,00;21 Days after PO;BUY BACK;GENUINE
162;1509868;259651;;"HOIST CYLINDER; HOIST CYLINDER";CAT;2767646;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp125.681.216,00;Rp21.588.802,00;Rp147.270.018,00;21 Days after PO;BUY BACK;GENUINE
163;1529007;259647;;"ARM; ARM";CAT;10R1365;ARM;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.407.204,00;Rp1.876.373,00;Rp3.283.577,00;21 Days after PO;BUY BACK;GENUINE
164;1616473;259623;;"CONTROL GP; CONTROL GP";CAT;10R5648;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp12.898.297,00;Rp34.824.986,00;Rp47.723.283,00;21 Days after PO;BUY BACK;GENUINE
165;1696848;259631;;"HEAD GP CYL; HEAD GP CYL";CAT;0R8516;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp38.395.333,00;Rp88.446.669,00;Rp126.842.002,00;21 Days after PO;BUY BACK;GENUINE
166;1696863;259712;;"CYL PACK; CYL PACK";CAT;10R8409;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp9.631.996,00;Rp15.801.939,00;Rp25.433.935,00;21 Days after PO;BUY BACK;GENUINE
167;1721877;259641;;"ROCKER ARM; ROCKER ARM";CAT;20R2159;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.407.204,00;Rp1.876.373,00;Rp3.283.577,00;21 Days after PO;BUY BACK;GENUINE
168;1731397;259673;;"CONTROL GP; CONTROL GP";CAT;20R2065;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp26.311.432,00;Rp52.623.016,00;Rp78.934.448,00;21 Days after PO;BUY BACK;GENUINE
169;1731991;259707;;"PUMPGP-F XFR; PUMPGP-F XFR";CAT;10R8714;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.158.955,00;Rp6.478.369,00;Rp8.637.324,00;21 Days after PO;BUY BACK;GENUINE
170;1771393;259674;;"TURBO; REMAN";CAT;20R1976;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp15.682.209,00;Rp47.046.027,00;Rp62.728.236,00;21 Days after PO;BUY BACK;GENUINE
171;1953447;259612;;"OIL COOLER; OIL COOLER";CAT;20R2112;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp13.944.799,00;Rp20.196.321,00;Rp34.141.120,00;21 Days after PO;BUY BACK;GENUINE
172;2016848;259692;;"HEAD GP  CYL; CYLINDER HEAD";CAT;20R0503;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp74.381.277,00;Rp116.737.111,00;Rp191.118.388,00;21 Days after PO;BUY BACK;GENUINE
173;2063923;259591;;"TURBOCHARGHER; TURBOCHARGHER";CAT;10R2301;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp36.658.824,00;Rp69.308.332,00;Rp105.967.156,00;21 Days after PO;BUY BACK;GENUINE
174;2278406;264199;;"TURBO GP BAS; TURBO GP BAS; Full Core Deposit";CAT;11R0218;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp22.904.516,00;Rp83.029.845,00;Rp105.934.361,00;21 Days after PO;BUY BACK;GENUINE
175;2282085;259620;;"MOTOR-PUMP, HYDRAULIC; MOTOR GP PST FULL CORE DEPOSIT UNIT SK50";CAT;11R0790;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp36.407.339,00;Rp131.976.049,00;Rp168.383.388,00;21 Days after PO;BUY BACK;GENUINE
176;259640;259640;;"INJECTOR GP; INJECTOR GP";CAT;11R0276;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp4.486.018,00;Rp16.260.843,00;Rp20.746.861,00;21 Days after PO;BUY BACK;PN -D
177;264190;264190;;"HEAD GP CYLINDER; HEAD GP CYLINDER FULL CORE DEPOSIT; CYLINDER HEAD EX RECONDITION; UNIT MF420E";CAT;20R3929;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp123.970.697,00;Rp105.375.092,00;Rp229.345.789,00;21 Days after PO;BUY BACK;PN -D
178;259653;259653;;"TURBO GP-BAS; TURBO GP-BAS";CAT;11R0229;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp22.904.516,00;Rp83.029.845,00;Rp105.934.361,00;21 Days after PO;BUY BACK;PN -D
179;259715;259715;;"OIL PUMP; OIL PUMP";CAT;11R0406;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp8.717.246,00;Rp31.600.434,00;Rp40.317.680,00;21 Days after PO;BUY BACK;PN -D
180;259610;259610;;"OIL COOLER; OIL COOLER";CAT;11R0381;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp7.790.778,00;Rp28.241.291,00;Rp36.032.069,00;21 Days after PO;BUY BACK;PN -D
181;259598;259598;;"INJECTOR; INJECTOR";CAT;11R0268;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp4.486.018,00;Rp16.260.843,00;Rp20.746.861,00;21 Days after PO;BUY BACK;PN -D
182;259699;259699;;"ARM AS. UI; ARM AS. UI";CAT;11R1082;ARM;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.451.222,00;Rp5.260.957,00;Rp6.712.179,00;21 Days after PO;BUY BACK;PN -D
183;259686;259686;;"ARM AS. V-RK; ARM AS. V-RK";CAT;11R1083;ARM;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.080.154,00;Rp3.915.279,00;Rp4.995.433,00;21 Days after PO;BUY BACK;PN -D
184;259735;259735;;"PUMP G-WATER; PUMP G-WATER";CAT;11R0399;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp7.680.509,00;Rp27.841.983,00;Rp35.522.492,00;21 Days after PO;BUY BACK;PN -D
185;259703;259703;;TURBO GP BAS;CAT;11R0231;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.106.471,00;Rp54.320.013,00;Rp72.426.484,00;21 Days after PO;BUY BACK;PN -D
186;264201;264201;;"SWITCH AS; SWITCH AS (ELECTRONIC SPEED)";CAT;11R0994;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.988.306,00;Rp14.458.026,00;Rp18.446.332,00;21 Days after PO;BUY BACK;PN -D
187;259719;259719;;"STARTING MOTOR; STARTING MOTOR";CAT;10R1914;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.510.811,00;Rp18.511.368,00;Rp37.022.179,00;21 Days after PO;BUY BACK;PN -D
188;683284;683284;;"NOZZLE; NOZZLE";CAT;20R1941;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.329.016,00;Rp519.044,00;Rp2.848.060,00;21 Days after PO;BUY BACK;PN -D
189;867978;867978;;"ENGINE; ENGINE";CAT;1953816;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp2.948.650.893,00;Rp2.001.829.773,00;Rp4.950.480.666,00;21 Days after PO;BUY BACK;PN -D
190;867994;867994;;"TRANSMISSION; TRANSMISSION";CAT;8E9035;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp1.801.618.402,00;Rp630.838.755,00;Rp2.432.457.157,00;21 Days after PO;BUY BACK;PN -D
191;1819085;1819085;;"INJECTOR ASSY; FOR REEDRILL D245S, , ,";CAT;20R1915;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp6.686.587,00;Rp8.914.799,00;Rp15.601.386,00;21 Days after PO;BUY BACK;PN -D
192;1819101;1819101;;"INJECTOR ASSY; FOR REEDRILL D245S";CAT;10R1266;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp6.686.587,00;Rp8.914.799,00;Rp15.601.386,00;21 Days after PO;BUY BACK;PN -D
193;259627;259627;;"TURBOCHARGER; TURBOCHARGER";CAT;0R7219;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp15.682.209,00;Rp47.046.027,00;Rp62.728.236,00;21 Days after PO;BUY BACK;PN -D
194;259680;259680;;"WATER PUMP REMAN; WATER PUMP REMAN";CAT;10R0484;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp13.413.436,00;Rp2.979.361,00;Rp16.392.797,00;21 Days after PO;BUY BACK;PN -D
195;259665;259665;;"STEERING CYL GP; STEERING CYL GP, , ,";CAT;1411924;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp52.686.863,00;Rp24.579.130,00;Rp77.265.993,00;21 Days after PO;BUY BACK;PN -D
196;1130384;1130384;;"WATER PUMP; WATER PUMP ASSY";CAT;0R4680;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp17.281.257,00;Rp3.840.180,00;Rp21.121.437,00;21 Days after PO;BUY BACK;PN -D
197;259733;259733;;"ALTERNATOR; ALTERNATOR";CAT;0R3745;ALTERNATOR;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp20.991.938,00;Rp30.402.045,00;Rp51.393.983,00;21 Days after PO;BUY BACK;PN -D
198;259628;259628;;"OIL COOLER; OIL COOLER, , ,";CAT;0R5513;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp13.944.799,00;Rp20.196.321,00;Rp34.141.120,00;21 Days after PO;BUY BACK;PN -D
199;259628;259628;;"OIL COOLER; OIL COOLER,";CAT;0R5513;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp13.944.799,00;Rp20.196.321,00;Rp34.141.120,00;21 Days after PO;BUY BACK;PN -D
200;2264281;2264281;;"INJECTOR GP FUEL  REMAN; INJECTOR GP FUEL REMAN, , ,";CAT;20R2284;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp5.722.862,00;Rp15.450.753,00;Rp21.173.615,00;21 Days after PO;BUY BACK;PN -D
201;259601;259601;;"TURBO GP REMAN; TURBO GP REMAN";CAT;10R2657;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.106.471,00;Rp54.320.013,00;Rp72.426.484,00;21 Days after PO;BUY BACK;PN -D
202;259682;259682;;"ENGINE; ENGINE FOR CAT-24H LONG BLOCK";CAT;0R9360;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp471.486.853,00;Rp1.150.362.966,00;Rp1.621.849.819,00;21 Days after PO;BUY BACK;PN -D
203;259690;259690;;"INJECTOR; INJECTOR FOR CAT";CAT;10R3265;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp5.722.862,00;Rp15.450.753,00;Rp21.173.615,00;21 Days after PO;BUY BACK;PN -D
204;1778372;1778372;;"ECM; CONTROL GP; ECM; CONTROL GP";CAT;10R4088;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp26.311.432,00;Rp52.623.016,00;Rp78.934.448,00;21 Days after PO;BUY BACK;PN -D
205;259651;259651;;"HOIST CYLINDER; HOIST CYLINDER";CAT;2767646;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp125.681.216,00;Rp21.588.802,00;Rp147.270.018,00;21 Days after PO;BUY BACK;PN -D
206;259647;259647;;"ARM; ARM";CAT;10R1365;ARM;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.407.204,00;Rp1.876.373,00;Rp3.283.577,00;21 Days after PO;BUY BACK;PN -D
