No.;Stock Code VDC;Stock Code VDC Claim;Picture;Item Description;Mnemonic;Part Number;Type of Item;Supplier;Suupplier Address;UOI; Price Damage Core ; Price Product  Genuine ; Price Total ;Time Guarantee;Claim Methode;JENIS SC
660;2144962;;;RING WRENCH INSERT TOOLS;HEYCO;792411780;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
661;2144970;;;RING WRENCH INSERT TOOLS;HEYCO;792411980;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
662;2144988;;;RING WRENCH INSERT TOOLS;HEYCO;HY-00794411780;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
663;2144996;;;RING WRENCH INSERT TOOLS;HEYCO;HY-00794411980;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
664;2151629;;;"HEX SOCKET SCREWDRIVER 1/2""X7MM-L2:12";HEYCO;50311783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
665;2151637;;;"EXTENTION BAR 1/2""X75MM";HEYCO;50041083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
666;2143535;;;"SOCKET EXTRA DEEP SET 1/2""";HEYCO;3800901536;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
667;2135077;;;SOCKET SEGI 6, 10 MM;HEYCO;50601083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
668;2135150;;;SINGLE ENDED RING WRENCHES 30 MM;HEYCO;HY-00808003020;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
669;2142255;;;VOLTAGE TESTERS;HEYCO;1424000050;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
670;2173979;;;SOCKET;HEYCO;50070983;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
671;2184315;;;SOCKET, SOCKET WRENCH;HEYCO;HY-06500193636;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
672;2171494;;;SCREW EXTRACTOR SET;HEYCO;1491000800;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
673;2168482;;;"SOCKET WRENCH 6 PT 1/2"" x 10 mm";HEYCO;50601083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
674;2168508;;;"SOCKET WRENCH 6 PT 1/2"" x 12 mm";HEYCO;50601283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
675;2168516;;;"TORQUE WRENCH 1/2"" (60 - 320 Nm)";HEYCO;786000080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
676;2168524;;;"REVERSIBLE RACHET HEAD 1/2""";HEYCO;HY-00794100083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
677;2185189;;;IMPACT SOCKET;HEYCO;6600006536;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
678;2165538;;;SCREWDRIVER SOCKETS;HEYCO;25362783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
679;2165553;;;SCREWDRIVER SOCKETS;HEYCO;25363083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
680;2165561;;;SCREWDRIVER SOCKETS;HEYCO;25364083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
681;2173862;;;TORQUE WRENCH 1/2 INCHI;HEYCO;794000080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
682;2081206;;;"WRENCH SETS, ""L""-SHAPED";HEYCO;HY-00891001080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
683;2054773;;;SINGLE ENDED RING WRENCHES;HEYCO;HY-00840004180;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
684;2074656;;;SCREWDRIVER SOCKET;HEYCO;HY-00050366083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
685;2071298;;;SOCKET;HEYCO;HY-00100035180;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
686;2071306;;;SLOGGING RING WRENCHES;HEYCO;820635120;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
687;2060812;;;HEX. SOCKET SCREWDRIVER;HEYCO;50311183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
688;2072189;;;UNIVERSAL TWIN LEG PULLER;HEYCO;HY-02243002060;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
689;2073948;;;SCREWDRIVER SETS;HEYCO;1452000000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
690;2057628;;;SOCKET, SOCKET WRENCH;HEYCO;HY-00100604680;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
691;2057636;;;SOCKET, SOCKET WRENCH;HEYCO;HY-00100605080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
692;2238319;;;ENGINEERS SCREW DRIVERS;HEYCO;1470007580;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
693;2238327;;;ENGINEERS SCREW DRIVERS;HEYCO;1470015080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
694;2217669;;;SLOGGING RING WRENCHS;HEYCO;820007020;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
695;2232205;;;SOCKET, SOCKET WRENCH;HEYCO;100602780;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
696;2232213;;;SOCKET, SOCKET WRENCH;HEYCO;100603880;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
697;2237345;;;"IMPACT SOCKET 6 PT 3/4"" x 33 MM";HEYCO;HY-06500003336;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
698;2225035;;;SCREWDRIVER SOCKETS 5/16;HEYCO;25313683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
699;2259596;;;ADAPTER HEADS;HEYCO;HY-00794210080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
700;2259729;;;SOCKET SETS;HEYCO;HY-00029301083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
701;2248300;;;IMPACT SOCKETS;HEYCO;6600006036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
702;2240422;;;OPEN END JAW WRENCH 10 MM;HEYCO;792311080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
703;2240430;;;OPEN ENDED JAW WRENCH 22 MM;HEYCO;794312280;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
704;2240448;;;OPEN ENDED JAW WRENCH 24 MM;HEYCO;HY-00794312480;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
705;2240455;;;OPEN ENDED JAW WRENCH 27 MM;HEYCO;HY-00794312780;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
706;2240463;;;OPEN ENDED JAW WRENCH 30 MM;HEYCO;794313080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
707;2240471;;;OPEN ENDED JAW WRENCH 32 MM;HEYCO;HY-0079431 3280;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
708;2255461;;;DEEP IMPACT;HEYCO;IL-I04300006M;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
709;2249191;;;FLAT COLD CHISELS;HEYCO;1555125000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
710;2254308;;;CIRCLIP PLIERS, STRAIGHT;HEYCO;HY-01250022087;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
711;2281012;;;IMPACT-Sockets;HEYCO;6600195536;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
712;2287746;;;MULTIFUNTION FUNNEL 2 IN 1;HEYCO;2011000000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
713;2287753;;;PROTECTION COVER;HEYCO;1129801500;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
714;2287761;;;TORQUE WRENCH SETS;HEYCO;792180080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
715;2287787;;;IMPACT SOCKET;HEYCO;6500193236;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
716;2198778;;;SOCKETS;HEYCO;105005080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
717;2202042;;;ENGINEER SCREWDRIVERS;HEYCO;4530015080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
718;2202059;;;"SOCKET SETS 1/4"" x (4 - 13 mm, 17 Pcs)";HEYCO;27301083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
719;2202067;;;"SOCKET SET 1/4"" (1/8""-9/16"")";HEYCO;27401083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
720;2202075;;;SLIDING T-HANDLE;HEYCO;40030083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
721;2190486;;;TORQUE WRENCH (Ratchet);HEYCO;665000083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
722;2190494;;;TORQUE WRENCH (Ratchet);HEYCO;666000083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
723;2187557;;;"HEX. SOCKET SCREWDRIVER 1/2""x3/16""";HEYCO;50313283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
724;2187565;;;"HEX. SOCKET SCREWDRIVER 1/2""x1/4""-L2:12";HEYCO;50313483;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
725;2187573;;;"HEX. SOCKET SCREWDRIVER 1/2""x5/16""-L2:12";HEYCO;50313683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
726;2187581;;;"HEX. SOCKET SCREWDRIVER 1/2""x7/16""-L2:12";HEYCO;50314083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
727;2187599;;;"HEX. SOCKET SCREWDRIVER 1/2""x1/2""-L2:12";HEYCO;50314283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
728;2187615;;;"HEX. SOCKET SCREWDRIVER 1/2""x9/16""-L2:20";HEYCO;50314483;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
729;2187631;;;"SOCKET WRENCH 3/8"" x 11/32""";HEYCO;40031883;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
730;2187649;;;"SOCKET WRENCH 3/8"" x 3/8""";HEYCO;HY-00040031983;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
731;2187656;;;"SOCKET WRENCH 3/8"" x 7/16""";HEYCO;40032183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
732;2187664;;;"SOCKET WRENCH 3/8"" x 1/2""";HEYCO;40032383;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
733;2187672;;;"SOCKET WRENCH 3/8"" x 9/16""";HEYCO;40032583;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
734;2187680;;;"SOCKET WRENCH 1/2"" x 25/32""";HEYCO;50033283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
735;2187698;;;"SOCKET WRENCH 1/2"" x 31/32""";HEYCO;50033683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
736;2187706;;;"HEX. SOCKET SCREWDRIVER 1/2""x3/4""-L2:20";HEYCO;50315083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
737;2187714;;;"SOCKET WRENCH 3/8"" x 19/32""";HEYCO;40032683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
738;2187722;;;"SOCKET WRENCH 3/8"" x 5/8""";HEYCO;40032783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
739;2196137;;;SCREWDRIVER SETS;HEYCO;HY-00991001080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
740;2211084;;;SINGLE ENDED OPEN JAWS WRENCH 41;HEYCO;894041036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
741;2187730;;;"SOCKET WRENCH 3/8"" x 21/32""";HEYCO;40032883;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
742;2187748;;;"SOCKET WRENCH 3/8"" x 11/16""";HEYCO;40032983;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
743;2187755;;;"SOCKET WRENCH 3/8"" x 3/4""";HEYCO;40033183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
744;2187771;;;"COMBINATION WRENCH 25/32""";HEYCO;400633282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
745;2192870;;;SCREWDRIVER SOCKET  8mm;HEYCO;25300683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
746;2188217;;;"HEX. HEAD WRENCH SETS 1/16"" - 1/2""";HEYCO;1340737030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
747;2188225;;;"SOCKET WRENCH SET 1/4"" (1/8""-9/16"")";HEYCO;27401083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
748;2191831;;;SOCKET SCREW;HEYCO;HY-00025310583;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
749;2188571;;;SLOGGING RING WRENCH 75 MM;HEYCO;820007520;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
750;2203578;;;HOOK WRENCH 135/145;HEYCO;HY-00800013530;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
751;232119;;;TRIPLE LEG PULLER (TRACKER) 150/80 MM;HEYCO;HY-02253000160;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
752;232245;;;SCREWDRIVER SOCKETS;HEYCO;50362783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
753;234303;;;"IMPACT SOCKET EXTRA DEEP 1/2"" X 15MM";HEYCO;HY-03800191536;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
754;234121;;;VOLTAGE TESTER;HEYCO;HY-01427000000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
755;1167196;;;OPEN END 30X32MM;HEYCO;HY-00350303282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
756;2297265;;;DOUBLE ENDED OPEN JAW WRENCHES 75x80MM;HEYCO;HY-00895758020;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
757;2297273;;;SLOGGING OPEN JAW WRENCHES 75MM;HEYCO;HY-00810007520;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
758;1167113;;;OPEN END 12X13MM;HEYCO;HY-00350121382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
759;243590;;;SOCKET ON ALUMUNIUM SOCKET RAIL;HEYCO;50790083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
760;241113;;;COMBINATION WRENCH 46 MM;HEYCO;HY-00410046083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
761;241112;;;COMBINATION WRENCH 41 MM;HEYCO;HY-00410041083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
762;241114;;;SLOGGING RING 38 MM;HEYCO;HY-00820003820;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
763;254189;;;IMPACT SOCKET DRIVE 3/4 INCH, 17MM;HEYCO;6500001736;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
764;254168;;;SOCKET;HEYCO;50191982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
765;258329;;;DOUBLE ENDED OPEN JAW WRENCH SETS;HEYCO;350767082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
766;258330;;;DOUBLE ENDED RING WRENCH SETS;HEYCO;400738082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
767;258332;;;SOCKET SETS;HEYCO;75600083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
768;258623;;;UNIVERSAL JOINT 3/4;HEYCO;6501001036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
769;258331;;;COMBINATION WRENCH SETS;HEYCO;475767082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
770;1849967;;;BRACKET;SCANIA;1487200;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
771;264543;;;TRANSMISSION;CAT;3810675;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
772;265117;;;CYLINDER GP;CAT;9T8944;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
773;265100;;;CYLINDER GP-WHEEL LEAN;CAT;2495299;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
774;2286656;;;ENGINE AR-C;CAT;3885393:PX;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY; Rp82.952.077 ; Rp381.579.586 ; Rp1.576.089.464 ;21 Days after PO;BUY BACK;GENUINE
775;264542;;;AXLE GP-REAR;CAT;3848474:PX;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH; Rp109.010.626 ; Rp1.133.725.666 ; Rp2.071.201.269 ;21 Days after PO;BUY BACK;GENUINE
776;264213;;;TRANSMISSION;CAT;3810675;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
777;259737;;;ENGINE AR-C;CAT;3885393:PX;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY; Rp82.952.077 ; Rp381.579.586 ; Rp1.576.089.464 ;21 Days after PO;BUY BACK;PN -D
778;259737;;;ENGINE AR-C;CAT;3885393:AA;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
779;254823;;;ENGINE;CAT;4223849-PX;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;22 Days after PO;BUY BACK;GENUINE
780;264544;;;ENGINE;CAT;4223849-PX;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;23 Days after PO;BUY BACK;PN -D
781;254824;;;TRANSMISSION;CAT;3810675;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
