84;1696848;259631;;"HEAD GP CYL; HEAD GP CYL";CAT;0R8516;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp38.395.333,00;Rp88.446.669,00;Rp126.842.002,00;21 Days after PO;BUY BACK
85;1696863;259712;;"CYL PACK; CYL PACK";CAT;10R8409;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp9.631.996,00;Rp15.801.939,00;Rp25.433.935,00;21 Days after PO;BUY BACK
86;1721877;259641;;"ROCKER ARM; ROCKER ARM";CAT;20R2159;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.407.204,00;Rp1.876.373,00;Rp3.283.577,00;21 Days after PO;BUY BACK
87;1731397;259673;;"CONTROL GP; CONTROL GP";CAT;20R2065;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp26.311.432,00;Rp52.623.016,00;Rp78.934.448,00;21 Days after PO;BUY BACK
88;1731991;259707;;"PUMPGP-F XFR; PUMPGP-F XFR";CAT;10R8714;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.158.955,00;Rp6.478.369,00;Rp8.637.324,00;21 Days after PO;BUY BACK
89;1771393;259674;;"TURBO; REMAN";CAT;20R1976;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp15.682.209,00;Rp47.046.027,00;Rp62.728.236,00;21 Days after PO;BUY BACK
90;1953447;259612;;"OIL COOLER; OIL COOLER";CAT;20R2112;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp13.944.799,00;Rp20.196.321,00;Rp34.141.120,00;21 Days after PO;BUY BACK
91;2016848;259692;;"HEAD GP � CYL; CYLINDER HEAD";CAT;20R0503;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp74.381.277,00;Rp116.737.111,00;Rp191.118.388,00;21 Days after PO;BUY BACK
92;2063923;259591;;"TURBOCHARGHER; TURBOCHARGHER";CAT;10R2301;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp36.658.824,00;Rp69.308.332,00;Rp105.967.156,00;21 Days after PO;BUY BACK
93;2278406;264199;;"TURBO GP BAS; TURBO GP BAS; Full Core Deposit";CAT;11R0218;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp22.904.516,00;Rp83.029.845,00;Rp105.934.361,00;21 Days after PO;BUY BACK
94;2282085;259620;;"MOTOR-PUMP, HYDRAULIC; MOTOR GP PST FULL CORE DEPOSIT UNIT SK50";CAT;11R0790;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp36.407.339,00;Rp131.976.049,00;Rp168.383.388,00;21 Days after PO;BUY BACK
95;159079;264216;;GENERATOR, ALTERNATING CURRENT;CAT;316-7251;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
96;1161934;259611;;SPRING INSERT PROTECTION LH;SCANIA;1433033;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;21 Days after PO;BUY BACK
97;1093426;1585520;;TORQUE CONVERTER ASSY;CAT;8E-3673;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
98;1093434;1901131;;TORQUE CONVENTER ASSY REMAN;CAT;0R-4095;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
99;1340363;1833961;;ENGINE C15 ACERT;CAT;241-0020;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
100;1340363;1833961;;ENGINE C15 ACERT;CAT;241-0020;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
101;1379692;264235;;CYLINDER SIDE ASSY;CAT;257-5083;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
102;1732213;264206;;WATER PUMP;CAT;20R-2126;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;21 Days after PO;BUY BACK
103;2146223;259607;;TURBO GP;CAT;20R-5849;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;21 Days after PO;BUY BACK
104;2245553;264236;;CYLINDER ARTICULATED;CAT;505-0590;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
105;2276947;259597;;ENGINE,DIESEL;CAT;3505502;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;21 Days after PO;BUY BACK
106;2274041;259737;;ENGINE CAT C15 BRAND NEW;CAT;3885393:AA;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
107;232723;264209;;PUMP GROUP;CAT;11R-0413;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;;;;21 Days after PO;BUY BACK
108;262432;264227;;STEERING CYL LH;CAT;3846752;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;;;;21 Days after PO;BUY BACK
